Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref4159,cid4637910,Printed works,Books,"Horowitz, Orville. Washington, DC, Bill to relieve duties on tobacco, sighting similar cases in favor of Simon and Rosenfeld of Baltimore, 47th Congress, 1st Session","Bill to relieve duties on tobacco, sighting similar cases in favor of Simon and Rosenfeld of Baltimore, 47th Congress, 1st Session","Horowitz, Orville",,,"Washington, DC",1882 March 8,Drawer,Mixed materials,Judaica Americana,Folder,DC 717,doc_ja_dc_717_1r.tif; doc_ja_dc_717_1v.tif
ref4160,,Printed works,Books,"Jacobs, George and Michelbacher, Max J. Richmond, VA, Richardson's Almanac 1861. Cotton Edition. Full page with Jewish calendar and the two Richmond synagogues",Richardson's Almanac 1861. Cotton Edition. Full page with Jewish calendar and the two Richmond synagogues,"Jacobs, George","Michelbacher, Max J.",,"Richmond, VA",1861,,,,,,doc_rw_13_1r.tif; doc_rw_13_1v.tif; doc_rw_13_2r.tif; doc_rw_13_2v.tif; doc_rw_13_3r.tif; doc_rw_13_3v.tif; doc_rw_13_4r.tif; doc_rw_13_4v.tif; doc_rw_13_5r.tif; doc_rw_13_5v.tif; doc_rw_13_6r.tif; doc_rw_13_6v.tif; doc_rw_13_7r.tif; doc_rw_13_7v.tif; doc_rw_13_8r.tif; doc_rw_13_8v.tif; doc_rw_13_9r.tif; doc_rw_13_9v.tif; doc_rw_13_10r.tif; doc_rw_13_10v.tif; doc_rw_13_11r.tif; doc_rw_13_11v.tif; doc_rw_13_12r.tif; doc_rw_13_12v.tif; doc_rw_13_13r.tif; doc_rw_13_13v.tif; doc_rw_13_14r.tif; doc_rw_13_14v.tif; doc_rw_13_15r.tif; doc_rw_13_15v.tif; doc_rw_13_16r.tif; doc_rw_13_16v.tif; doc_rw_13_17r.tif; doc_rw_13_17v.tif; doc_rw_13_18r.tif; doc_rw_13_18v.tif; doc_rw_13_19r.tif; doc_rw_13_19v.tif; doc_rw_13_20r.tif; doc_rw_13_20v.tif; doc_rw_13_21r.tif; doc_rw_13_21v.tif; doc_rw_13_22r.tif; doc_rw_13_22v.tif; doc_rw_13_23r.tif; doc_rw_13_23v.tif; doc_rw_13_24r.tif; doc_rw_13_24v.tif; doc_rw_13_25r.tif; doc_rw_13_25v.tif; doc_rw_13_26r.tif; doc_rw_13_26v.tif; doc_rw_13_27r.tif; doc_rw_13_27v.tif; doc_rw_13_28r.tif; doc_rw_13_28v.tif; doc_rw_13_29r.tif; doc_rw_13_29v.tif; doc_rw_13_30r.tif; doc_rw_13_30v.tif; doc_rw_13_31r.tif; doc_rw_13_31v.tif; doc_rw_13_32r.tif; doc_rw_13_32v.tif; doc_rw_13_33r.tif; doc_rw_13_33v.tif; doc_rw_13_34r.tif; doc_rw_13_34v.tif; doc_rw_13_35r.tif; doc_rw_13_35v.tif; doc_rw_13_36r.tif; doc_rw_13_36v.tif; doc_rw_13_37r.tif; doc_rw_13_37v.tif; doc_rw_13_38r.tif; doc_rw_13_38v.tif; doc_rw_13_39r.tif; doc_rw_13_39v.tif; doc_rw_13_40r.tif; doc_rw_13_40v.tif; doc_rw_13_41r.tif; doc_rw_13_41v.tif; doc_rw_13_42r.tif; doc_rw_13_42v.tif; doc_rw_13_43r.tif; doc_rw_13_43v.tif; doc_rw_13_44r.tif; doc_rw_13_44v.tif; doc_rw_13_45r.tif; doc_rw_13_45v.tif; doc_rw_13_46r.tif; doc_rw_13_46v.tif; doc_rw_13_47r.tif; doc_rw_13_47v.tif; doc_rw_13_48r.tif; doc_rw_13_48v.tif; doc_rw_13_49r.tif; doc_rw_13_49v.tif; doc_rw_13_50r.tif; doc_rw_13_50v.tif; doc_rw_13_51r.tif; doc_rw_13_51v.tif; doc_rw_13_52r.tif; doc_rw_13_52v.tif; doc_rw_13_53r.tif; doc_rw_13_53v.tif; doc_rw_13_54r.tif; doc_rw_13_54v.tif; doc_rw_13_55r.tif; doc_rw_13_55v.tif; doc_rw_13_56r.tif; doc_rw_13_56v.tif; doc_rw_13_57r.tif; doc_rw_13_57v.tif; doc_rw_13_58r.tif; doc_rw_13_58v.tif; doc_rw_13_59r.tif; doc_rw_13_59v.tif; doc_rw_13_60r.tif; doc_rw_13_60v.tif; doc_rw_13_61r.tif; doc_rw_13_61v.tif; doc_rw_13_62r.tif; doc_rw_13_62v.tif; doc_rw_13_63r.tif; doc_rw_13_63v.tif; doc_rw_13_64r.tif; doc_rw_13_64v.tif; doc_rw_13_65r.tif; doc_rw_13_65v.tif; doc_rw_13_66r.tif; doc_rw_13_66v.tif; doc_rw_13_67r.tif; doc_rw_13_67v.tif; doc_rw_13_68r.tif; doc_rw_13_68v.tif; doc_rw_13_69r.tif; doc_rw_13_69v.tif; doc_rw_13_70r.tif; doc_rw_13_70v.tif; doc_rw_13_71r.tif; doc_rw_13_71v.tif; doc_rw_13_72r.tif; doc_rw_13_72v.tif; doc_rw_13_73r.tif; doc_rw_13_73v.tif; doc_rw_13_74r.tif; doc_rw_13_74v.tif; doc_rw_13_75r.tif; doc_rw_13_75v.tif; doc_rw_13_76r.tif; doc_rw_13_76v.tif; doc_rw_13_77r.tif; doc_rw_13_77v.tif; doc_rw_13_78r.tif; doc_rw_13_78v.tif; doc_rw_13_79r.tif; doc_rw_13_79v.tif; doc_rw_13_80r.tif; doc_rw_13_80v.tif; doc_rw_13_81r.tif; doc_rw_13_81v.tif; doc_rw_13_82r.tif; doc_rw_13_82v.tif; doc_rw_13_83r.tif; doc_rw_13_83v.tif; doc_rw_13_84r.tif; doc_rw_13_84v.tif; doc_rw_13_85r.tif; doc_rw_13_85v.tif; doc_rw_13_86r.tif; doc_rw_13_86v.tif; doc_rw_13_87r.tif; doc_rw_13_87v.tif; doc_rw_13_88r.tif; doc_rw_13_88v.tif; doc_rw_13_89r.tif; doc_rw_13_89v.tif; doc_rw_13_90r.tif; doc_rw_13_90v.tif; doc_rw_13_91r.tif; doc_rw_13_91v.tif; doc_rw_13_92r.tif; doc_rw_13_92v.tif; doc_rw_13_93r.tif; doc_rw_13_93v.tif; doc_rw_13_94r.tif; doc_rw_13_94v.tif; doc_rw_13_95r.tif; doc_rw_13_95v.tif; doc_rw_13_96r.tif; doc_rw_13_96v.tif; doc_rw_13_97r.tif; doc_rw_13_97v.tif; doc_rw_13_98r.tif; doc_rw_13_98v.tif; doc_rw_13_99r.tif; doc_rw_13_99v.tif; doc_rw_13_100r.tif; doc_rw_13_100v.tif; doc_rw_13_101r.tif; doc_rw_13_101v.tif; doc_rw_13_102r.tif; doc_rw_13_102v.tif; doc_rw_13_103r.tif; doc_rw_13_103v.tif; doc_rw_13_104r.tif; doc_rw_13_104v.tif; doc_rw_13_105r.tif; doc_rw_13_105v.tif; doc_rw_13_106r.tif; doc_rw_13_106v.tif; doc_rw_13_107r.tif; doc_rw_13_107v.tif; doc_rw_13_108r.tif; doc_rw_13_108v.tif; doc_rw_13_109r.tif; doc_rw_13_109v.tif; doc_rw_13_110r.tif; doc_rw_13_110v.tif; doc_rw_13_111r.tif; doc_rw_13_111v.tif; doc_rw_13_112r.tif; doc_rw_13_112v.tif; doc_rw_13_113r.tif; doc_rw_13_113v.tif
ref4161,cid4637909,Printed works,Books,"Jacobs, George and Michelbacher, Max J. Richmond, VA, Richardson's Almanac 1861. Cotton Edition. Full page with Jewish calendar and the two Richmond synagogues",Richardson's Almanac 1861. Cotton Edition. Full page with Jewish calendar and the two Richmond synagogues,"Jacobs, George","Michelbacher, Max J.",,"Richmond, VA",1861,Drawer,Mixed materials,Judaica Americana,Folder,VA 638,doc_ja_va_638_1r.tif; doc_ja_va_638_1v.tif; doc_ja_va_638_2r.tif; doc_ja_va_638_2v.tif; doc_ja_va_638_3r.tif; doc_ja_va_638_3v.tif; doc_ja_va_638_4r.tif; doc_ja_va_638_4v.tif; doc_ja_va_638_5r.tif; doc_ja_va_638_5v.tif; doc_ja_va_638_6r.tif; doc_ja_va_638_6v.tif; doc_ja_va_638_7r.tif; doc_ja_va_638_7v.tif; doc_ja_va_638_8r.tif; doc_ja_va_638_8v.tif; doc_ja_va_638_9r.tif; doc_ja_va_638_9v.tif; doc_ja_va_638_10r.tif; doc_ja_va_638_10v.tif; doc_ja_va_638_11r.tif; doc_ja_va_638_11v.tif; doc_ja_va_638_12r.tif; doc_ja_va_638_12v.tif; doc_ja_va_638_13r.tif; doc_ja_va_638_13v.tif; doc_ja_va_638_14r.tif; doc_ja_va_638_14v.tif; doc_ja_va_638_15r.tif; doc_ja_va_638_15v.tif; doc_ja_va_638_16r.tif; doc_ja_va_638_16v.tif; doc_ja_va_638_17r.tif; doc_ja_va_638_17v.tif; doc_ja_va_638_18r.tif; doc_ja_va_638_18v.tif
ref4162,cid4637908,Printed works,Books,"Jacobs, Henry S. and Michelbacher, Max J. Richmond, VA, Richardson's Almanac 1857. Cotton Edition. Full page with Jewish calendar and the two Richmond synagogues",Richardson's Almanac 1857. Cotton Edition. Full page with Jewish calendar and the two Richmond synagogues,"Jacobs, Henry S.","Michelbacher, Max J.",,"Richmond, VA",1857,Drawer,Mixed materials,Judaica Americana,Folder,VA 637,doc_ja_va_637_1r.tif; doc_ja_va_637_1v.tif; doc_ja_va_637_2r.tif; doc_ja_va_637_2v.tif; doc_ja_va_637_3r.tif; doc_ja_va_637_3v.tif; doc_ja_va_637_4r.tif; doc_ja_va_637_4v.tif; doc_ja_va_637_5r.tif; doc_ja_va_637_5v.tif; doc_ja_va_637_6r.tif; doc_ja_va_637_6v.tif; doc_ja_va_637_7r.tif; doc_ja_va_637_7v.tif; doc_ja_va_637_8r.tif; doc_ja_va_637_8v.tif; doc_ja_va_637_9r.tif; doc_ja_va_637_9v.tif; doc_ja_va_637_10r.tif; doc_ja_va_637_10v.tif; doc_ja_va_637_11r.tif; doc_ja_va_637_11v.tif; doc_ja_va_637_12r.tif; doc_ja_va_637_12v.tif; doc_ja_va_637_13r.tif; doc_ja_va_637_13v.tif; doc_ja_va_637_14r.tif; doc_ja_va_637_14v.tif; doc_ja_va_637_15r.tif; doc_ja_va_637_15v.tif; doc_ja_va_637_16r.tif; doc_ja_va_637_16v.tif; doc_ja_va_637_17r.tif; doc_ja_va_637_17v.tif; doc_ja_va_637_18r.tif; doc_ja_va_637_18v.tif
ref4163,cid4637907,Printed works,Books,"Johnson, Richard Mentor. Boston, MA, Sunday mails, Mr. Johnson's report on the transportation of the mail on Sunday. A congressional report by Senator Johnson of Kentucky, who chaired this Senate committee. This report is an important and thoughtful speech on separation of church and state. Printed by Henry Bowen, Boston","Sunday mails, Mr. Johnson's report on the transportation of the mail on Sunday. A congressional report by Senator Johnson of Kentucky, who chaired this Senate committee. This report is an important and thoughtful speech on separation of church and state. Printed by Henry Bowen, Boston","Johnson, Richard Mentor",,,"Boston, MA",1829,Drawer,Mixed materials,Revolutionary War,Folder,9,doc_rw_9_1r.tif; doc_rw_9_1v.tif; doc_rw_9_2r.tif; doc_rw_9_2v.tif; doc_rw_9_3r.tif; doc_rw_9_3v.tif; doc_rw_9_4r.tif; doc_rw_9_4v.tif; doc_rw_9_5r.tif; doc_rw_9_5v.tif; doc_rw_9_6r.tif; doc_rw_9_6v.tif
ref4164,cid4637906,Printed works,Books,"Judah, Manuel. Richmond, VA, United States Congress House Report of the Committee of Ways and Means on the petition of Charles H. Saunders and Manuel Judah for the remission of duties paid on spirits distilled in the U.S. which were subsequently destroyed by fire, read, and ordered to lie upon the table","United States Congress House Report of the Committee of Ways and Means on the petition of Charles H. Saunders and Manuel Judah for the remission of duties paid on spirits distilled in the U.S. which were subsequently destroyed by fire, read, and ordered to lie upon the table","Judah, Manuel",,,"Richmond, VA",1817 January 2,Drawer,Mixed materials,Judaica Americana,Folder,VA 668,doc_ja_va_668_1r.tif; doc_ja_va_668_1v.tif; doc_ja_va_668_2r.tif; doc_ja_va_668_2v.tif
ref4165,cid4637905,Printed works,Books,"Judah, Naphtali. New York, NY, Warner, G.J. and Philip Freneau: Means for the preservation of public liberty. An oration delivered in the New Dutch Church, on the Fourth of July, 1797. Being the twenty-first anniversary of our independence. Printed at the Argus Office, New York, for Thomas Greenleaf and Naphtali Judah, 1797. Importantly there is a thanks to Warner, signed in type by Judah, Greenleaf, and others, on behalf of the General Society of Mechanicks and Tradesmen, the Tammany Society, the Democratic Society, and the New York Cooper Society","Warner, G.J. and Philip Freneau: Means for the preservation of public liberty. An oration delivered in the New Dutch Church, on the Fourth of July, 1797. Being the twenty-first anniversary of our independence. Printed at the Argus Office, New York, for Thomas Greenleaf and Naphtali Judah, 1797. Importantly there is a thanks to Warner, signed in type by Judah, Greenleaf, and others, on behalf of the General Society of Mechanicks and Tradesmen, the Tammany Society, the Democratic Society, and the New York Cooper Society","Judah, Naphtali",,,"New York, NY",1797 July 1,Drawer,Mixed materials,Judaica Americana,Folder,NYC 902,doc_ja_nyc_902_1r.tif; doc_ja_nyc_902_1v.tif; doc_ja_nyc_902_2r.tif; doc_ja_nyc_902_2v.tif; doc_ja_nyc_902_3r.tif; doc_ja_nyc_902_3v.tif; doc_ja_nyc_902_4r.tif; doc_ja_nyc_902_4v.tif; doc_ja_nyc_902_5r.tif; doc_ja_nyc_902_5v.tif; doc_ja_nyc_902_6r.tif; doc_ja_nyc_902_6v.tif; doc_ja_nyc_902_7r.tif; doc_ja_nyc_902_7v.tif; doc_ja_nyc_902_8r.tif; doc_ja_nyc_902_8v.tif; doc_ja_nyc_902_9r.tif; doc_ja_nyc_902_9v.tif; doc_ja_nyc_902_10r.tif; doc_ja_nyc_902_10v.tif; doc_ja_nyc_902_11r.tif; doc_ja_nyc_902_11v.tif; doc_ja_nyc_902_12r.tif; doc_ja_nyc_902_12v.tif
ref4166,,Printed works,Books,"Judah, Naphthali. New York, NY, Pizarro by Kotzebue. Sold by Naphthali Judah. First American Edition",Pizarro by Kotzebue. Sold by Naphthali Judah. First American Edition,"Judah, Naphthali",,,"New York, NY",1799,,,,,,doc_ja_nyc_901_1r.tif; doc_ja_nyc_901_1v.tif; doc_ja_nyc_901_2r.tif; doc_ja_nyc_901_2v.tif; doc_ja_nyc_901_3r.tif; doc_ja_nyc_901_3v.tif; doc_ja_nyc_901_4r.tif; doc_ja_nyc_901_4v.tif; doc_ja_nyc_901_5r.tif; doc_ja_nyc_901_5v.tif; doc_ja_nyc_901_6r.tif; doc_ja_nyc_901_6v.tif; doc_ja_nyc_901_7r.tif; doc_ja_nyc_901_7v.tif; doc_ja_nyc_901_8r.tif; doc_ja_nyc_901_8v.tif; doc_ja_nyc_901_9r.tif; doc_ja_nyc_901_9v.tif; doc_ja_nyc_901_10r.tif; doc_ja_nyc_901_10v.tif; doc_ja_nyc_901_11r.tif; doc_ja_nyc_901_11v.tif; doc_ja_nyc_901_12r.tif; doc_ja_nyc_901_12v.tif; doc_ja_nyc_901_13r.tif; doc_ja_nyc_901_13v.tif; doc_ja_nyc_901_14r.tif; doc_ja_nyc_901_14v.tif; doc_ja_nyc_901_15rv.tif; doc_ja_nyc_901_15v.tif; doc_ja_nyc_901_16r.tif; doc_ja_nyc_901_16v.tif; doc_ja_nyc_901_17r.tif; doc_ja_nyc_901_17v.tif; doc_ja_nyc_901_18r.tif; doc_ja_nyc_901_18v.tif; doc_ja_nyc_901_19r.tif; doc_ja_nyc_901_19v.tif; doc_ja_nyc_901_20r.tif; doc_ja_nyc_901_20v.tif; doc_ja_nyc_901_21r.tif; doc_ja_nyc_901_21v.tif; doc_ja_nyc_901_22r.tif; doc_ja_nyc_901_22v.tif; doc_ja_nyc_901_23r.tif; doc_ja_nyc_901_23v.tif; doc_ja_nyc_901_24r.tif; doc_ja_nyc_901_24v.tif; doc_ja_nyc_901_25r.tif; doc_ja_nyc_901_25v.tif; doc_ja_nyc_901_26r.tif; doc_ja_nyc_901_26v.tif; doc_ja_nyc_901_27r.tif; doc_ja_nyc_901_27v.tif; doc_ja_nyc_901_28r.tif; doc_ja_nyc_901_28v.tif; doc_ja_nyc_901_29r.tif; doc_ja_nyc_901_29v.tif; doc_ja_nyc_901_30r.tif; doc_ja_nyc_901_30v.tif; doc_ja_nyc_901_31r.tif; doc_ja_nyc_901_31v.tif; doc_ja_nyc_901_32r.tif; doc_ja_nyc_901_32v.tif; doc_ja_nyc_901_33r.tif; doc_ja_nyc_901_33v.tif; doc_ja_nyc_901_34r.tif; doc_ja_nyc_901_34v.tif; doc_ja_nyc_901_35r.tif; doc_ja_nyc_901_35v.tif; doc_ja_nyc_901_36r.tif; doc_ja_nyc_901_36v.tif; doc_ja_nyc_901_37r.tif; doc_ja_nyc_901_37v.tif; doc_ja_nyc_901_38r.tif; doc_ja_nyc_901_38v.tif
ref4167,cid4637904,Printed works,Books,"Judah, Naphthali. New York, NY, Report against lotteries in #151, listing largest unpaid losses by Naphthali Judah","Report against lotteries in #151, listing largest unpaid losses by Naphthali Judah","Judah, Naphthali",,,"New York, NY",1822 March 21,Drawer,Mixed materials,Judaica Americana Oversize,Folder,28,doc_jal_28_1r.tif; doc_jal_28_1v.tif; doc_jal_28_2r.tif; doc_jal_28_2v.tif
ref4168,cid4637903,Printed works,Books,"Kahn, L. J. New York, NY, Nervous exaustion and special diseases. This book was given out as part of the 25 cent admission to Kahn's museum of anatomy",Nervous exaustion and special diseases. This book was given out as part of the 25 cent admission to Kahn's museum of anatomy,"Kahn, L. J.",,,"New York, NY",1870,Drawer,Mixed materials,Judaica Americana,Folder,NYC 905,doc_ja_nyc_905_1r.tif; doc_ja_nyc_905_1v.tif; doc_ja_nyc_905_2r.tif; doc_ja_nyc_905_2v.tif; doc_ja_nyc_905_3r.tif; doc_ja_nyc_905_3v.tif; doc_ja_nyc_905_4r.tif; doc_ja_nyc_905_4v.tif; doc_ja_nyc_905_5r.tif; doc_ja_nyc_905_5v.tif; doc_ja_nyc_905_6r.tif; doc_ja_nyc_905_6v.tif; doc_ja_nyc_905_7r.tif; doc_ja_nyc_905_7v.tif; doc_ja_nyc_905_8r.tif; doc_ja_nyc_905_8v.tif; doc_ja_nyc_905_9r.tif; doc_ja_nyc_905_9v.tif; doc_ja_nyc_905_10r.tif; doc_ja_nyc_905_10v.tif; doc_ja_nyc_905_11r.tif; doc_ja_nyc_905_11v.tif; doc_ja_nyc_905_12r.tif; doc_ja_nyc_905_12v.tif; doc_ja_nyc_905_13r.tif; doc_ja_nyc_905_13v.tif; doc_ja_nyc_905_14r.tif; doc_ja_nyc_905_14v.tif; doc_ja_nyc_905_15r.tif; doc_ja_nyc_905_15v.tif; doc_ja_nyc_905_16r.tif; doc_ja_nyc_905_16v.tif; doc_ja_nyc_905_17r.tif; doc_ja_nyc_905_17v.tif; doc_ja_nyc_905_18r.tif; doc_ja_nyc_905_18v.tif; doc_ja_nyc_905_19r.tif; doc_ja_nyc_905_19v.tif; doc_ja_nyc_905_20r.tif; doc_ja_nyc_905_20v.tif; doc_ja_nyc_905_21r.tif; doc_ja_nyc_905_21v.tif; doc_ja_nyc_905_22r.tif; doc_ja_nyc_905_22v.tif; doc_ja_nyc_905_23r.tif; doc_ja_nyc_905_23v.tif; doc_ja_nyc_905_24r.tif; doc_ja_nyc_905_24v.tif; doc_ja_nyc_905_25r.tif; doc_ja_nyc_905_25v.tif; doc_ja_nyc_905_26r.tif; doc_ja_nyc_905_26v.tif; doc_ja_nyc_905_27r.tif; doc_ja_nyc_905_27v.tif; doc_ja_nyc_905_28r.tif; doc_ja_nyc_905_28v.tif; doc_ja_nyc_905_29r.tif; doc_ja_nyc_905_29v.tif; doc_ja_nyc_905_30r.tif; doc_ja_nyc_905_30v.tif; doc_ja_nyc_905_31r.tif; doc_ja_nyc_905_31v.tif; doc_ja_nyc_905_32r.tif; doc_ja_nyc_905_32v.tif; doc_ja_nyc_905_33r.tif; doc_ja_nyc_905_33v.tif; doc_ja_nyc_905_34r.tif; doc_ja_nyc_905_34v.tif; doc_ja_nyc_905_35r.tif; doc_ja_nyc_905_35v.tif; doc_ja_nyc_905_36r.tif; doc_ja_nyc_905_36v.tif; doc_ja_nyc_905_37r.tif; doc_ja_nyc_905_37v.tif; doc_ja_nyc_905_38r.tif; doc_ja_nyc_905_38v.tif; doc_ja_nyc_905_39r.tif; doc_ja_nyc_905_39v.tif; doc_ja_nyc_905_40r.tif; doc_ja_nyc_905_40v.tif; doc_ja_nyc_905_41r.tif; doc_ja_nyc_905_41v.tif; doc_ja_nyc_905_42r.tif; doc_ja_nyc_905_42v.tif; doc_ja_nyc_905_43r.tif; doc_ja_nyc_905_43v.tif; doc_ja_nyc_905_44r.tif; doc_ja_nyc_905_44v.tif; doc_ja_nyc_905_45r.tif; doc_ja_nyc_905_45v.tif; doc_ja_nyc_905_46r.tif; doc_ja_nyc_905_46v.tif; doc_ja_nyc_905_47r.tif; doc_ja_nyc_905_47v.tif; doc_ja_nyc_905_48r.tif; doc_ja_nyc_905_48v.tif; doc_ja_nyc_905_49r.tif; doc_ja_nyc_905_49v.tif; doc_ja_nyc_905_50r.tif; doc_ja_nyc_905_50v.tif; doc_ja_nyc_905_51r.tif; doc_ja_nyc_905_51v.tif; doc_ja_nyc_905_52r.tif; doc_ja_nyc_905_52v.tif; doc_ja_nyc_905_53r.tif; doc_ja_nyc_905_53v.tif; doc_ja_nyc_905_54r.tif; doc_ja_nyc_905_54v.tif; doc_ja_nyc_905_55r.tif; doc_ja_nyc_905_55v.tif; doc_ja_nyc_905_56r.tif; doc_ja_nyc_905_56v.tif; doc_ja_nyc_905_57r.tif; doc_ja_nyc_905_57v.tif; doc_ja_nyc_905_58r.tif; doc_ja_nyc_905_58v.tif; doc_ja_nyc_905_59r.tif; doc_ja_nyc_905_59v.tif; doc_ja_nyc_905_60r.tif; doc_ja_nyc_905_60v.tif; doc_ja_nyc_905_61r.tif; doc_ja_nyc_905_61v.tif; doc_ja_nyc_905_62r.tif; doc_ja_nyc_905_62v.tif; doc_ja_nyc_905_63r.tif; doc_ja_nyc_905_63v.tif; doc_ja_nyc_905_64r.tif; doc_ja_nyc_905_64v.tif; doc_ja_nyc_905_65r.tif; doc_ja_nyc_905_65v.tif; doc_ja_nyc_905_66r.tif; doc_ja_nyc_905_66v.tif; doc_ja_nyc_905_67r.tif; doc_ja_nyc_905_67v.tif; doc_ja_nyc_905_68r.tif; doc_ja_nyc_905_68v.tif; doc_ja_nyc_905_69r.tif; doc_ja_nyc_905_69v.tif; doc_ja_nyc_905_70r.tif; doc_ja_nyc_905_70v.tif; doc_ja_nyc_905_71r.tif; doc_ja_nyc_905_71v.tif; doc_ja_nyc_905_72r.tif; doc_ja_nyc_905_72v.tif; doc_ja_nyc_905_73r.tif; doc_ja_nyc_905_73v.tif; doc_ja_nyc_905_74r.tif; doc_ja_nyc_905_74v.tif; doc_ja_nyc_905_75r.tif; doc_ja_nyc_905_75v.tif; doc_ja_nyc_905_76r.tif; doc_ja_nyc_905_76v.tif; doc_ja_nyc_905_77r.tif; doc_ja_nyc_905_77v.tif; doc_ja_nyc_905_78r.tif; doc_ja_nyc_905_78v.tif; doc_ja_nyc_905_79r.tif; doc_ja_nyc_905_79v.tif; doc_ja_nyc_905_80r.tif; doc_ja_nyc_905_80v.tif; doc_ja_nyc_905_81r.tif; doc_ja_nyc_905_81v.tif; doc_ja_nyc_905_82r.tif; doc_ja_nyc_905_82v.tif; doc_ja_nyc_905_83r.tif; doc_ja_nyc_905_83v.tif; doc_ja_nyc_905_84r.tif; doc_ja_nyc_905_84v.tif; doc_ja_nyc_905_85r.tif; doc_ja_nyc_905_85v.tif; doc_ja_nyc_905_86r.tif; doc_ja_nyc_905_86v.tif; doc_ja_nyc_905_87r.tif; doc_ja_nyc_905_87v.tif; doc_ja_nyc_905_88r.tif; doc_ja_nyc_905_88v.tif; doc_ja_nyc_905_89r.tif; doc_ja_nyc_905_89v.tif; doc_ja_nyc_905_90r.tif; doc_ja_nyc_905_90v.tif; doc_ja_nyc_905_91r.tif; doc_ja_nyc_905_91v.tif; doc_ja_nyc_905_92r.tif; doc_ja_nyc_905_92v.tif; doc_ja_nyc_905_93r.tif; doc_ja_nyc_905_93v.tif; doc_ja_nyc_905_94r.tif; doc_ja_nyc_905_94v.tif; doc_ja_nyc_905_95r.tif; doc_ja_nyc_905_95v.tif; doc_ja_nyc_905_96r.tif; doc_ja_nyc_905_96v.tif; doc_ja_nyc_905_97r.tif; doc_ja_nyc_905_97v.tif; doc_ja_nyc_905_98r.tif; doc_ja_nyc_905_98v.tif
ref4169,cid4637902,Printed works,Books,"Kamson, Yaakov David and Wentz-Vitar, Else. Berlin, Germany, Children's book titled Chatunah Baya'ar (Wedding in the Forest)",Children's book titled Chatunah Baya'ar (Wedding in the Forest),"Kamson, Yaakov David","Wentz-Vitar, Else",,"Berlin, Germany",1925,Drawer,Mixed materials,International,Folder,2,doc_in_42_1r.tif; doc_in_42_1v.tif; doc_in_42_2r.tif; doc_in_42_2v.tif; doc_in_42_3r.tif; doc_in_42_3v.tif; doc_in_42_4r.tif; doc_in_42_4v.tif; doc_in_42_5r.tif; doc_in_42_5v.tif; doc_in_42_6r.tif; doc_in_42_6v.tif; doc_in_42_7r.tif; doc_in_42_7v.tif; doc_in_42_8r.tif; doc_in_42_8v.tif; doc_in_42_9r.tif; doc_in_42_9v.tif
ref4170,cid4637901,Printed works,Books,"Kohn, S. S. Boston, MA, A service of the synagogue in the time of Jesus Christ for the sabbath. Compiled by R. Henry Ferguson. Preface by Rev. Kohn of the Mishkan Israel, Boston, Mass","A service of the synagogue in the time of Jesus Christ for the sabbath. Compiled by R. Henry Ferguson. Preface by Rev. Kohn of the Mishkan Israel, Boston, Mass","Kohn, S. S.",,,"Boston, MA",1886 April 14,Folder,Mixed materials,Binder M,Page,15,lbr_fm_s15_1r.tif; lbr_fm_s15_1v.tif; lbr_fm_s15_2r.tif; lbr_fm_s15_2v.tif; lbr_fm_s15_3r.tif; lbr_fm_s15_3v.tif; lbr_fm_s15_4r.tif; lbr_fm_s15_4v.tif; lbr_fm_s15_5r.tif; lbr_fm_s15_5v.tif; lbr_fm_s15_6r.tif; lbr_fm_s15_6v.tif
ref4171,cid4637900,Printed works,Books,"Levy, Benjamin. New Orleans, LA, Original waybill for transportation of ten boxes of spices taken by the steamboat ""Alabama"" from New Orleans to Natchez, dated December 18, 1821, signed by Samuel Rogers, Master, and George Evans. The form was printed by Benjamin Levy and Company, with a small vignette of ships at sea. This is one of the earliest examples of Benjamin Levy's printing","Original waybill for transportation of ten boxes of spices taken by the steamboat ""Alabama"" from New Orleans to Natchez, dated December 18, 1821, signed by Samuel Rogers, Master, and George Evans. The form was printed by Benjamin Levy and Company, with a small vignette of ships at sea. This is one of the earliest examples of Benjamin Levy's printing","Levy, Benjamin",,,"New Orleans, LA",1821 December 18,Drawer,Mixed materials,Judaica Americana,Folder,LA 139,doc_ja_la_139_1r.tif; doc_ja_la_139_1v.tif
ref4172,cid4637899,Printed works,Books,"Levy, Charles. Breckenridge, CO, A coupon folder from the Charles Levy store of Breckenridge, Colorado. When a customer would make a purchase at the Charles Levy store, they would receive a ""portrait coupon"" to place in the folder. When the folder was full the customer was entitled to a free oil finished portrait","A coupon folder from the Charles Levy store of Breckenridge, Colorado. When a customer would make a purchase at the Charles Levy store, they would receive a ""portrait coupon"" to place in the folder. When the folder was full the customer was entitled to a free oil finished portrait","Levy, Charles",,,"Breckenridge, CO",1903 June 5,Drawer,Mixed materials,Billheads Post-1880,Folder,CO 153,doc_bhl_co_153_1r.tif; doc_bhl_co_153_1v.tif
