Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref4549,cid4637527,Printed works,Periodicals,"Judge. New York, NY, Cartoon of massacred Jews in Russia",Cartoon of massacred Jews in Russia,,,Judge,"New York, NY",1903 June 6,Folder,Mixed materials,Binder F,Page,94,lbr_ff_s94_1r.tif; lbr_ff_s94_1v.tif
ref4550,cid4637526,Printed works,Periodicals,"Judge. New York, NY, Cartoon showing a Jew sick in bed",Cartoon showing a Jew sick in bed,,,Judge,"New York, NY",1902,Folder,Mixed materials,Binder F,Page,95,lbr_ff_s95_1r.tif; lbr_ff_s95_1v.tif
ref4551,cid4637525,Printed works,Periodicals,"Judge. New York, NY, Clinching a deal: Israelstein the clothes merchant. Cartoon",Clinching a deal: Israelstein the clothes merchant. Cartoon,,,Judge,"New York, NY",1903,Drawer,Mixed materials,Binder F,Folder,97,lbr_ff_s97_1r.tif; lbr_ff_s97_1v.tif
ref4552,cid4637524,Printed works,Periodicals,"Judge. New York, NY, Secretary Hay's note and the Jewish question. Includes five unflatering photos of Jews",Secretary Hay's note and the Jewish question. Includes five unflatering photos of Jews,,,Judge,"New York, NY",1902,Folder,Mixed materials,Binder F,Page,98,lbr_ff_s98_1r.tif; lbr_ff_s98_1v.tif
ref4553,cid4637523,Printed works,Periodicals,"Kaplan, Arnold. New York, NY, Image of collector",Image of collector,"Kaplan, Arnold",,,"New York, NY",,Box,Mixed materials,8,Object,1,bx8_1_1r.tif; bx8_1_1v.tif
ref4554,cid4637522,Printed works,Periodicals,"Las Vegas Gazette. Las Vegas, NM",,,,Las Vegas Gazette,"Las Vegas, NM",1881 March 1,Folder,Mixed materials,Binder B,Page,33,lbr_fb_s33_1r.tif; lbr_fb_s33_1v.tif; lbr_fb_s33_2r.tif; lbr_fb_s33_2v.tif
ref4555,cid4637521,Printed works,Periodicals,"Lazarus, Izzy and Pike, Lipman. New York, NY, Front page picture and biographical sketch of Izzy Lazarus (1812-1867), a famous Jewish American fighter, trainer, and promoter","Front page picture and biographical sketch of Izzy Lazarus (1812-1867), a famous Jewish American fighter, trainer, and promoter","Lazarus, Izzy","Pike, Lipman",,"New York, NY",1867 October 5,Box,Mixed materials,2,Object,11,bx2_11_1r.tif; bx2_11_1v.tif; bx2_11_2r.tif; bx2_11_2v.tif; bx2_11_3r.tif; bx2_11_3v.tif; bx2_11_4r.tif; bx2_11_4v.tif
ref4556,cid4637520,Printed works,Periodicals,"Leeser, Isaac and Isaacs, S. M. Philadelphia, PA, Full page memorial to Leeser on his death",Full page memorial to Leeser on his death,"Leeser, Isaac","Isaacs, S. M.",,"Philadelphia, PA",1868 February 7,Box,Mixed materials,3,Object,17,bx3_17_1r.tif; bx3_17_1v.tif; bx3_17_2r.tif; bx3_17_2v.tif; bx3_17_3r.tif; bx3_17_3v.tif; bx3_17_4r.tif; bx3_17_4v.tif
ref4557,cid4637519,Printed works,Periodicals,"Leeser, Isaac and Touro, Judah. New York, NY, An article on the funeral of Judah Touro in Rhode Island and the eulogy by Leeser",An article on the funeral of Judah Touro in Rhode Island and the eulogy by Leeser,"Leeser, Isaac","Touro, Judah",,"New York, NY",1854 June 17,Folder,Mixed materials,Binder C,Page,10,lbr_fc_s10_1r.tif; lbr_fc_s10_1v.tif; lbr_fc_s10_2r.tif; lbr_fc_s10_2v.tif;
ref4558,cid4637518,Printed works,Periodicals,"Leeser, Isaac. Philadelphia, PA, Numerous Jewish advertisement,s ranging from clothes to the need for rabbis in San Francisco and a boarding school for Jewish girls","Numerous Jewish advertisement,s ranging from clothes to the need for rabbis in San Francisco and a boarding school for Jewish girls","Leeser, Isaac",,,"Philadelphia, PA",1859 April 21,Folder,Mixed materials,Binder F,Page,46,lbr_ff_s46_1r.tif; lbr_ff_s46_1v.tif; lbr_ff_s46_2r.tif; lbr_ff_s46_2v.tif; lbr_ff_s46_3r.tif; lbr_ff_s46_3v.tif; lbr_ff_s46_4r.tif; lbr_ff_s46_4v.tif
ref4559,cid4637517,Printed works,Periodicals,"Leeser, Isaac. Philadelphia, PA, Vol. VII No. 9",Vol. VII No. 9,"Leeser, Isaac",,,"Philadelphia, PA",1849 December 1,Drawer,Mixed materials,Judaica Americana,Folder,CA 325,doc_ja_ca_325_1r.tif; doc_ja_ca_325_1v.tif
ref4560,cid4637516,Printed works,Periodicals,"Leeser, Isaac. Philadelphia, PA, Vol. XVII No. 15. Includes full ads in back and an article on a number of Jews in various countries",Vol. XVII No. 15. Includes full ads in back and an article on a number of Jews in various countries,"Leeser, Isaac",,,"Philadelphia, PA",1859 July 6,Box,Mixed materials,9,Object,103,bx9_103_1r.tif; bx9_103_1v.tif; bx9_103_2r.tif; bx9_103_2v.tif; bx9_103_3r.tif; bx9_103_3v.tif; bx9_103_4r.tif; bx9_103_4v.tif
ref4561,cid4637515,Printed works,Periodicals,"Leeser, Isaac. Philadelphia, PA, Vol. XVII No. 36. Includes sermon on Rosh Hashanah by Rev. Welcher of Indianapolis",Vol. XVII No. 36. Includes sermon on Rosh Hashanah by Rev. Welcher of Indianapolis,"Leeser, Isaac",,,"Philadelphia, PA",1859 December 1,Folder,Mixed materials,Binder A,Page,56,lbr_fa_s56_1r.tif; lbr_fa_s56_1v.tif; lbr_fa_s56_2r.tif; lbr_fa_s56_2v.tif; lbr_fa_s56_3r.tif; lbr_fa_s56_3v.tif; lbr_fa_s56_4r.tif; lbr_fa_s56_4v.tif
ref4562,cid4637514,Printed works,Periodicals,"Leeser, Isaac. Philadelphia, PA, Vol. XVII No. 37. Includes sermon on Rosh Hashanah by Rev. Welcher of Indianapolis",Vol. XVII No. 37. Includes sermon on Rosh Hashanah by Rev. Welcher of Indianapolis,"Leeser, Isaac",,,"Philadelphia, PA",1859 December 8,Folder,Mixed materials,Binder A,Page,57,lbr_fa_s57_1r.tif; lbr_fa_s57_1v.tif; lbr_fa_s57_2r.tif; lbr_fa_s57_2v.tif; lbr_fa_s57_3r.tif; lbr_fa_s57_3v.tif; lbr_fa_s57_4r.tif; lbr_fa_s57_4v.tif
ref4563,cid4637513,Printed works,Periodicals,"Leeser, Isaac. Philadelphia, PA, Vol. XVIII No. 31. Includes ad by S. N. Carvalho",Vol. XVIII No. 31. Includes ad by S. N. Carvalho,"Leeser, Isaac",,,"Philadelphia, PA",1860 October 25,Folder,Mixed materials,Binder A,Page,58,lbr_fa_s58_1r.tif; lbr_fa_s58_1v.tif; lbr_fa_s58_2r.tif; lbr_fa_s58_2v.tif; lbr_fa_s58_3r.tif; lbr_fa_s58_3v.tif; lbr_fa_s58_4r.tif; lbr_fa_s58_4v.tif;
ref4564,cid4637512,Printed works,Periodicals,"Leeser, Isaac. Philadelphia, PA, Vol. XVIII No. 32. Includes ad by S. N. Carvalho",Vol. XVIII No. 32. Includes ad by S. N. Carvalho,"Leeser, Isaac",,,"Philadelphia, PA",1860 November 1,Folder,Mixed materials,Binder A,Page,59,lbr_fa_s59_1r.tif; lbr_fa_s59_1v.tif; lbr_fa_s59_2r.tif; lbr_fa_s59_2v.tif; lbr_fa_s59_3r.tif; lbr_fa_s59_3v.tif; lbr_fa_s59_4r.tif; lbr_fa_s59_4v.tif
ref4565,cid4637511,Printed works,Periodicals,"Leeser, Isaac. Philadelphia, PA, Vol. XVIII No. 43",Vol. XVIII No. 43,"Leeser, Isaac",,,"Philadelphia, PA",1861 January 17,Folder,Mixed materials,Binder A,Page,60,lbr_fa_s60_1r.tif; lbr_fa_s60_1v.tif; lbr_fa_s60_2r.tif; lbr_fa_s60_2v.tif; lbr_fa_s60_3r.tif; lbr_fa_s60_3v.tif; lbr_fa_s60_4r.tif; lbr_fa_s60_4v.tif
ref4566,cid4637510,Printed works,Periodicals,"Leeser, Isaac. Philadelphia, PA, Vol. XVIII. Number 46",Vol. XVIII. Number 46,"Leeser, Isaac",,,"Philadelphia, PA",1861 February 7,Folder,Mixed materials,Binder A,Page,3,lbr_fa_s3_1r.tif; lbr_fa_s3_1v.tif; lbr_fa_s3_2v.tif; lbr_fa_s3_3v.tif; lbr_fa_s3_4r.tif; lbr_fa_s3_4v.tif; lbr_fa_s3_5r.tif; lbr_fa_s3_5v.tif
ref4567,cid4637509,Printed works,Periodicals,"Leider, Ben. New York, NY, Tribute paid to Ben Leider on the anniversary of his death",Tribute paid to Ben Leider on the anniversary of his death,"Leider, Ben",,,"New York, NY",1938 March 31,Drawer,Mixed materials,Judaica Americana,Folder,NYC 919,doc_ja_nyc_919_1r.tif; doc_ja_nyc_919_1v.tif; doc_ja_nyc_919_2r.tif; doc_ja_nyc_919_2v.tif
ref4568,cid4637508,Printed works,Periodicals,"Leslie Judge. United States, Cartoon showing Moses Cohen, a pawn broker, and his children begging for Christmas","Cartoon showing Moses Cohen, a pawn broker, and his children begging for Christmas",,,Leslie Judge,United States,1895 December 1,Folder,Mixed materials,Binder J,Page,8,lbr_fj_s8_1r.tif; lbr_fj_s8_1v.tif
ref4569,cid4637507,Printed works,Periodicals,"Leslie Judge. United States, Levi wins. Cartoon showing Jews in three different fur shops",Levi wins. Cartoon showing Jews in three different fur shops,,,Leslie Judge,United States,1901,Folder,Mixed materials,Binder H,Page,9,lbr_fh_s9_1r.tif; lbr_fh_s9_1v.tif
ref4570,cid4637506,Printed works,Periodicals,"Leslie's Monthly Magazine. New York, NY, Article: The Jews of Wall Street. With photographs of major players",Article: The Jews of Wall Street. With photographs of major players,,,Leslie's Monthly Magazine,"New York, NY",1905,Box,Mixed materials,1,Object,1,bx1_1_1r.tif; bx1_1_1v.tif; bx1_1_2r.tif; bx1_1_2v.tif; bx1_1_3r.tif; bx1_1_3v.tif; bx1_1_4r.tif; bx1_1_4v.tif; bx1_1_5r.tif; bx1_1_5v.tif
ref4571,cid4637505,Printed works,Periodicals,"Levine, Alex. Tucson, AZ, Contains numerous advertisements for Jewish businesses",Contains numerous advertisements for Jewish businesses,"Levine, Alex",,,"Tucson, AZ",1879 October 24,Folder,Mixed materials,Binder D,Page,1,lbr_fd_s1_1r.tif; lbr_fd_s1_1v.tif; lbr_fd_s1_2r.tif; lbr_fd_s1_2v.tif
ref4572,cid4637504,Printed works,Periodicals,"Levy, D. J. and Levy, G. J. Charleston, SC, A front page lithograph of the ""Southern Clothing Emporium,"" the store of D.J. Levy and G.J. Levy, manufacturers of men's, youths' and boys' clothing, wholesale and retail. Also includes the ad of Marx Cohen, offering his 30 slaves, plantation, and brick yard for sale","A front page lithograph of the ""Southern Clothing Emporium,"" the store of D.J. Levy and G.J. Levy, manufacturers of men's, youths' and boys' clothing, wholesale and retail. Also includes the ad of Marx Cohen, offering his 30 slaves, plantation, and brick yard for sale","Levy, D. J.","Levy, G. J.",,"Charleston, SC",1855 April 6,Folder,Mixed materials,Binder C,Page,18,lbr_fc_s18_1r.tif; lbr_fc_s18_1v.tif; lbr_fc_s18_2r.tif; lbr_fc_s18_2v.tif
ref4573,cid4637503,Printed works,Periodicals,"Levy, Hannah and Levy, Isaac. Philadelphia, PA, A notice by Hannah Levy, the widow of Isaac Levy for his estate","A notice by Hannah Levy, the widow of Isaac Levy for his estate","Levy, Hannah","Levy, Isaac",,"Philadelphia, PA",1768 April 11,Folder,Mixed materials,Binder I,Page,11,lbr_fi_s11_1r.tif; lbr_fi_s11_1v.tif; lbr_fi_s11_2r.tif; lbr_fi_s11_2v.tif; lbr_fi_s11_3r.tif; lbr_fi_s11_3v.tif; lbr_fi_s11_4r.tif; lbr_fi_s11_4v.tif
ref4574,cid4637502,Printed works,Periodicals,"Levy, Judah and Levy, Minka. London, England, Contains a detailed description of a Jewish wedding that took place in England between a British Jew and an American Jewess, the daughter of Judah Levy, an eminent American merchant","Contains a detailed description of a Jewish wedding that took place in England between a British Jew and an American Jewess, the daughter of Judah Levy, an eminent American merchant","Levy, Judah","Levy, Minka",,"London, England",1781 April 5,Drawer,Mixed materials,International,Folder,25,doc_in_25_1r.tif; doc_in_25_1v.tif; doc_in_25_2r.tif; doc_in_25_2v.tif; doc_in_25_3r.tif; doc_in_25_3v.tif; doc_in_25_4r.tif; doc_in_25_4v.tif
ref4575,cid4637501,Printed works,Periodicals,"Levy, L. E. and Bachrach, D., Jr. Baltimore, MD, This is one of the earliest examples of the use of this photomechanical image process by Deutsch and Co. The paper makes note of the inventors, L. E. Levy and D. Bachrach Jr., on the last page in a small article thanking them","This is one of the earliest examples of the use of this photomechanical image process by Deutsch and Co. The paper makes note of the inventors, L. E. Levy and D. Bachrach Jr., on the last page in a small article thanking them","Levy, L. E.","Bachrach, D., Jr.",,"Baltimore, MD",1875 March 22,Drawer,Mixed materials,Judaica Americana,Folder,MD 237-238,doc_ja_md_237_1r.tif; doc_ja_md_237_1v.tif; doc_ja_md_238_1r.tif; doc_ja_md_238_1v.tif
ref4576,cid4637500,Printed works,Periodicals,"Levy, M. M. and Levy, Chapman. Camden, SC, A front page news report from the Camden Republican on a duel between J. Hemphill, Esq., editor of the Sumter Gazette, and Capt. M. M. Levy of Camden, South Carolina","A front page news report from the Camden Republican on a duel between J. Hemphill, Esq., editor of the Sumter Gazette, and Capt. M. M. Levy of Camden, South Carolina","Levy, M. M.","Levy, Chapman",,"Camden, SC",1833 October 1,Drawer,Mixed materials,Judaica Americana,Folder,SC 577,doc_ja_sc_577_1r.tif; doc_ja_sc_577_1v.tif; doc_ja_sc_577_2r.tif; doc_ja_sc_577_2v.tif
ref4577,cid4637499,Printed works,Periodicals,"Levy, N. Winnemucca, NV, Newspaper advertisement for N. Levy, agents for old '76 whiskey","Newspaper advertisement for N. Levy, agents for old '76 whiskey","Levy, N.",,,"Winnemucca, NV",1875 April 7,Folder,Mixed materials,Binder D,Page,2,lbr_fd_s2_1r.tif; lbr_fd_s2_1v.tif; lbr_fd_s2_2r.tif; lbr_fd_s2_2v.tif
ref4578,cid4637498,Printed works,Periodicals,"Levy, Nathan and Franks, David. Philadelphia, PA, Newspaper ad for Levy and Franks, detailing items that are for sale","Newspaper ad for Levy and Franks, detailing items that are for sale","Levy, Nathan","Franks, David",,"Philadelphia, PA",1750 December 6,Box,Mixed materials,5,Object,3,bx5_3_1r.tif; bx5_3_1v.tif; bx5_3_2r.tif; bx5_3_2v.tif
ref4579,cid4637497,Printed works,Periodicals,"Levy, Nathan and Franks, David. Philadelphia, PA, Newspaper ads for Levy and Franks, including an ad asking that anyone with claims on Levy's estate please step forward","Newspaper ads for Levy and Franks, including an ad asking that anyone with claims on Levy's estate please step forward","Levy, Nathan","Franks, David",,"Philadelphia, PA",1754 May 16,Box,Mixed materials,9,Object,89,bx9_89_1r.tif; bx9_89_1v.tif; bx9_89_2r.tif; bx9_89_2v.tif
ref4580,cid4637496,Printed works,Periodicals,"Levy, Nathan and Myers. Philadelphia, PA, A column on the first page containing a letter to the Gentleman's Magazine in support of the act in front of the English parliament, allowing Jews to be naturalized. On the third page is an ad for ""Myers and Levy.""","A column on the first page containing a letter to the Gentleman's Magazine in support of the act in front of the English parliament, allowing Jews to be naturalized. On the third page is an ad for ""Myers and Levy.""","Levy, Nathan",Myers,,"Philadelphia, PA",1753 November 1,Box,Mixed materials,3,Object,7,bx3_7_1r.tif; bx3_7_1v.tif; bx3_7_2r.tif; bx3_7_2v.tif
ref4581,cid4637495,Printed works,Periodicals,"Levy, Samson and Abraham Franks. Philadelphia, PA, A report listing brokers who have legally signed notes",A report listing brokers who have legally signed notes,"Levy, Samson",Abraham Franks,,"Philadelphia, PA",1766 December 25,Folder,Mixed materials,Binder A,Page,50,lbr_fa_s50_1r.tif; lbr_fa_s50_1v.tif; lbr_fa_s50_2r.tif; lbr_fa_s50_2v.tif
ref4582,cid4637494,Printed works,Periodicals,"Levy, Uriah P. Boston, MA",,"Levy, Uriah P.",,,"Boston, MA",1834 October 6,Folder,Mixed materials,Binder A,Page,12,lbr_fa_s12_1r.tif; lbr_fa_s12_1v.tif; lbr_fa_s12_2r.tif; lbr_fa_s12_2v.tif
ref4583,cid4637493,Printed works,Periodicals,"Levy, Uriah P. Monticello, VA",,"Levy, Uriah P.",,,"Monticello, VA",1838 September 8,Drawer,Mixed materials,Judaica Americana Oversize,Folder,12,doc_jal_12_1r.tif; doc_jal_12_1v.tif; doc_jal_12_2r.tif; doc_jal_12_2v.tif; doc_jal_12_3r.tif; doc_jal_12_3v.tif; doc_jal_12_4r.tif; doc_jal_12_4v.tif; doc_jal_12_5r.tif; doc_jal_12_5v.tif; doc_jal_12_6r.tif; doc_jal_12_6v.tif; doc_jal_12_7r.tif; doc_jal_12_7v.tif; doc_jal_12_8r.tif; doc_jal_12_8v.tif
ref4584,cid4637492,Printed works,Periodicals,"Levy, Uriah P. Monticello, VA",,"Levy, Uriah P.",,,"Monticello, VA",1834 April 19,Drawer,Mixed materials,Revolutionary War,Folder,21,doc_rw_21_1r.tif; doc_rw_21_1v.tif; doc_rw_21_2r.tif; doc_rw_21_2v.tif; doc_rw_21_3r.tif; doc_rw_21_3v.tif; doc_rw_21_4r.tif; doc_rw_21_4v.tif; doc_rw_21_5r.tif; doc_rw_21_5v.tif; doc_rw_21_6r.tif; doc_rw_21_6v.tif; doc_rw_21_7r.tif; doc_rw_21_7v.tif; doc_rw_21_8r.tif; doc_rw_21_8v.tif
ref4585,cid4637491,Printed works,Periodicals,"Levy, Uriah P. Monticello, VA",,"Levy, Uriah P.",,,"Monticello, VA",1834 April 19,Drawer,Mixed materials,Revolutionary War,Folder,22,doc_rw_22_1r.tif; doc_rw_22_1v.tif; doc_rw_22_2r.tif; doc_rw_22_2v.tif; doc_rw_22_3r.tif; doc_rw_22_3v.tif; doc_rw_22_4r.tif; doc_rw_22_4v.tif; doc_rw_22_5r.tif; doc_rw_22_5v.tif; doc_rw_22_6r.tif; doc_rw_22_6v.tif; doc_rw_22_7r.tif; doc_rw_22_7v.tif; doc_rw_22_8r.tif; doc_rw_22_8v.tif
ref4586,cid4637490,Printed works,Periodicals,"Levy, Uriah P. New York, NY",,"Levy, Uriah P.",,,"New York, NY",1862 April 7,Folder,Mixed materials,Binder D,Page,25,lbr_fd_s25_1r.tif; lbr_fd_s25_1v.tif; lbr_fd_s25_2r.tif; lbr_fd_s25_2v.tif
ref4587,cid4637489,Printed works,Periodicals,"Levy, Uriah P. New York, NY",,"Levy, Uriah P.",,,"New York, NY",1862 April 5,Folder,Mixed materials,Binder A,Page,15,lbr_fa_s15_1r.tif; lbr_fa_s15_1v.tif; lbr_fa_s15_2r.tif; lbr_fa_s15_2v.tif; lbr_fa_s15_3r.tif; lbr_fa_s15_3v.tif; lbr_fa_s15_4r.tif; lbr_fa_s15_4v.tif; lbr_fa_s15_5r.tif; lbr_fa_s15_5v.tif; lbr_fa_s15_6r.tif; lbr_fa_s15_6v.tif; lbr_fa_s15_7r.tif; lbr_fa_s15_7v.tif; lbr_fa_s15_8r.tif; lbr_fa_s15_8v.tif
ref4588,cid4637488,Printed works,Periodicals,"Levy, Uriah and Sexias, David. Philadelphia, PA",,"Levy, Uriah","Sexias, David",,"Philadelphia, PA",1821 August 28,Box,Mixed materials,3,Object,32,bx3_32_1r.tif; bx3_32_1v.tif; bx3_32_2r.tif; bx3_32_2v.tif
ref4589,cid4637487,Printed works,Periodicals,"Life. United States, Cartoon showing baseball game in which Joshua subdues the Hittites",Cartoon showing baseball game in which Joshua subdues the Hittites,,,Life,United States,1915 July 1,Box,Mixed materials,9,Object,54,bx9_54_1r.tif; bx9_54_1v.tif; bx9_54_2r.tif; bx9_54_2v.tif; bx9_54_3r.tif; bx9_54_3v.tif; bx9_54_4r.tif; bx9_54_4v.tif
ref4590,cid4637486,Printed works,Periodicals,"Life. United States, Cartoon showing Jews at Cohenhurst Manor Hotel",Cartoon showing Jews at Cohenhurst Manor Hotel,,,Life,United States,1912,Folder,Mixed materials,Binder K,Page,54,lbr_fk_s54_1r.tif; lbr_fk_s54_1v.tif
ref4591,cid4637485,Printed works,Periodicals,"Lillienthal, Max. Cincinnati, OH, Volumes of the Sabbath Visitor,the first magazine for American Jewish children,founded by Rabbi Max Lilienthal in 1874. It includes the Max Lilienthal memorial edition. Published by Bloch and Co","Volumes of the Sabbath Visitor,the first magazine for American Jewish children,founded by Rabbi Max Lilienthal in 1874. It includes the Max Lilienthal memorial edition. Published by Bloch and Co","Lillienthal, Max",,,"Cincinnati, OH",1882,Folder,Mixed materials,Binder F,Page,51,lbr_ff_s51_1r.tif; lbr_ff_s51_1v.tif; lbr_ff_s51_2r.tif; lbr_ff_s51_2v.tif; lbr_ff_s51_3r.tif; lbr_ff_s51_3v.tif; lbr_ff_s51_4r.tif; lbr_ff_s51_4v.tif
ref4592,cid4637484,Printed works,Periodicals,"Lincoln, Abraham. New York, NY, A front page article on services held at Bnai Israel on the occasion of Lincoln's death",A front page article on services held at Bnai Israel on the occasion of Lincoln's death,"Lincoln, Abraham",,,"New York, NY",1865 April 21,Folder,Mixed materials,Binder B,Page,39,lbr_fb_s39_1r.tif; lbr_fb_s39_1v.tif; lbr_fb_s39_2r.tif; lbr_fb_s39_2v.tif; lbr_fb_s39_3r.tif; lbr_fb_s39_3v.tif; lbr_fb_s39_4r.tif; lbr_fb_s39_4v.tif
ref4593,cid4637483,Printed works,Periodicals,"London Chronicle. London, England, Report about Newport merchants, most claimed to be Jewish, failing to boycott British goods","Report about Newport merchants, most claimed to be Jewish, failing to boycott British goods",,,London Chronicle,"London, England",1770 July 21,Drawer,Mixed materials,Judaica Americana,Folder,RI 534,doc_ja_ri_534_1r.tif; doc_ja_ri_534_1v.tif; doc_ja_ri_534_2r.tif; doc_ja_ri_534_2v.tif; doc_ja_ri_534_3r.tif; doc_ja_ri_534_3v.tif; doc_ja_ri_534_4r.tif; doc_ja_ri_534_4v.tif
ref4594,cid4637482,Printed works,Periodicals,"Lopez, Jacob. Newport, RI",,"Lopez, Jacob",,,"Newport, RI",1822 April 6,Box,Mixed materials,3,Object,24,bx3_24_1r.tif; bx3_24_1v.tif
ref4595,cid4637481,Printed works,Periodicals,"Lyons, Solomon. Philadelphia, PA, Advertisement for Solomon Lyons",Advertisement for Solomon Lyons,"Lyons, Solomon",,,"Philadelphia, PA",1790 November 30,Folder,Mixed materials,Binder E,Page,3,lbr_fe_s3_1r.tif; lbr_fe_s3_1v.tif; lbr_fe_s3_2r.tif; lbr_fe_s3_2v.tif
ref4596,cid4637480,Printed works,Periodicals,"McGregor, Rev. E. R. New York, NY, Journal with articles regarding Jewish conversion and Christian missionary activity",Journal with articles regarding Jewish conversion and Christian missionary activity,"McGregor, Rev. E. R.",,,"New York, NY",1853,Drawer,Mixed materials,Christian-Jewish Relations,Folder,15,doc_ja_cj_15_1r.tif; doc_ja_cj_15_1v.tif; doc_ja_cj_15_2r.tif; doc_ja_cj_15_2v.tif; doc_ja_cj_15_3r.tif; doc_ja_cj_15_3v.tif; doc_ja_cj_15_4r.tif; doc_ja_cj_15_4v.tif; doc_ja_cj_15_5r.tif; doc_ja_cj_15_5v.tif; doc_ja_cj_15_6r.tif; doc_ja_cj_15_6v.tif; doc_ja_cj_15_7r.tif; doc_ja_cj_15_7v.tif; doc_ja_cj_15_8r.tif; doc_ja_cj_15_8v.tif; doc_ja_cj_15_9r.tif; doc_ja_cj_15_9v.tif; doc_ja_cj_15_10r.tif; doc_ja_cj_15_10v.tif; doc_ja_cj_15_11r.tif; doc_ja_cj_15_11v.tif; doc_ja_cj_15_12r.tif; doc_ja_cj_15_12v.tif; doc_ja_cj_15_13r.tif; doc_ja_cj_15_13v.tif; doc_ja_cj_15_14r.tif; doc_ja_cj_15_14v.tif
ref4597,cid4637479,Printed works,Periodicals,"McGregor, Rev. E. R. New York, NY, Journal with articles regarding Jewish conversion and Christian missionary activity",Journal with articles regarding Jewish conversion and Christian missionary activity,"McGregor, Rev. E. R.",,,"New York, NY",1853,Drawer,Mixed materials,Christian-Jewish Relations,Folder,16,doc_ja_cj_16_1r.tif; doc_ja_cj_16_1v.tif; doc_ja_cj_16_2r.tif; doc_ja_cj_16_2v.tif; doc_ja_cj_16_3r.tif; doc_ja_cj_16_3v.tif; doc_ja_cj_16_4r.tif; doc_ja_cj_16_4v.tif; doc_ja_cj_16_5r.tif; doc_ja_cj_16_5v.tif; doc_ja_cj_16_6r.tif; doc_ja_cj_16_6v.tif; doc_ja_cj_16_7r.tif; doc_ja_cj_16_7v.tif; doc_ja_cj_16_8r.tif; doc_ja_cj_16_8v.tif; doc_ja_cj_16_9r.tif; doc_ja_cj_16_9v.tif; doc_ja_cj_16_10r.tif; doc_ja_cj_16_10v.tif; doc_ja_cj_16_11r.tif; doc_ja_cj_16_11v.tif; doc_ja_cj_16_12r.tif; doc_ja_cj_16_12v.tif; doc_ja_cj_16_13r.tif; doc_ja_cj_16_13v.tif; doc_ja_cj_16_14r.tif; doc_ja_cj_16_14v.tif
ref4598,cid4637478,Printed works,Periodicals,"Mechelbacker, M. I. and Hertz, Isaac Eger. Charleston, SC, Letter printed in the Charleston Mercury from General Beauregard to Rev. Mechelbacker as to why he could not give leave to the Jewish soldiers for the high holidays. This is a reprint of the letter as it was written on Sept. 1, 1861. There is also an ad on page 2 for Isaac Eger Hertz","Letter printed in the Charleston Mercury from General Beauregard to Rev. Mechelbacker as to why he could not give leave to the Jewish soldiers for the high holidays. This is a reprint of the letter as it was written on Sept. 1, 1861. There is also an ad on page 2 for Isaac Eger Hertz","Mechelbacker, M. I.","Hertz, Isaac Eger",,"Charleston, SC",1863 January 27,Box,Mixed materials,2,Object,16,bx2_16_1r.tif; bx2_16_1v.tif
ref4599,cid4637477,Printed works,Periodicals,"MoÃ¯se, Edwin Warren. Columbus, GA",,"MoÃ¯se, Edwin Warren",,,"Columbus, GA",1862 June 9,Box,Mixed materials,4,Object,14,bx4_14_1r.tif; bx4_14_1v.tif
ref4600,cid4637476,Printed works,Periodicals,"Montefiore, Moses. New York, NY, A picture and article on Sir Moses Montefiore (1784-1885) on his 99th birthday",A picture and article on Sir Moses Montefiore (1784-1885) on his 99th birthday,"Montefiore, Moses",,,"New York, NY",1883 November 17,Folder,Mixed materials,Binder F,Page,7,lbr_ff_s7_1r.tif; lbr_ff_s7_1v.tif
ref4601,cid4637475,Printed works,Periodicals,"Montmollin, F. and Moses, S. Philadelphia, PA",,"Montmollin, F.","Moses, S",,"Philadelphia, PA",1817 September 19,Folder,Mixed materials,Binder B,Page,21,lbr_fb_s21_1r.tif; lbr_fb_s21_1v.tif; lbr_fb_s21_2r.tif; lbr_fb_s21_2v.tif
ref4602,cid4637474,Printed works,Periodicals,"Mordecai M. Mordecai and Etting, Reuben. Baltimore, MD, The first Jew in Allentown, Pennsylvania","The first Jew in Allentown, Pennsylvania",Mordecai M. Mordecai,"Etting, Reuben",,"Baltimore, MD",1800 February 6,Box,Mixed materials,5,Object,11,bx5_11_1r.tif; bx5_11_1v.tif; bx5_11_2r.tif; bx5_11_2v.tif
ref4603,cid4637473,Printed works,Periodicals,"Mordecai M. Mordecai and Etting, Reuben. Baltimore, MD, The first Jew in Allentown, Pennsylvania","The first Jew in Allentown, Pennsylvania",Mordecai M. Mordecai,"Etting, Reuben",,"Baltimore, MD",1800 January 22,Folder,Mixed materials,Binder E,Page,2,lbr_fe_s2_1r.tif; lbr_fe_s2_1v.tif; lbr_fe_s2_2r.tif; lbr_fe_s2_2v.tif
ref4604,cid4637472,Printed works,Periodicals,"Mordecai, M. Mordecai. Baltimore, MD, The first Jew in Allentown, Pennsylvania","The first Jew in Allentown, Pennsylvania","Mordecai, M. Mordecai",,,"Baltimore, MD",1800 February 5,Box,Mixed materials,5,Object,10,bx5_10_1r.tif; bx5_10_1v.tif; bx5_10_2r.tif; bx5_10_2v.tif
